"Var1" "Var2" "Var3" "value"
"1798" 28 6 "tGravityAcc-std()-X" -0.944697800196078
"1799" 29 6 "tGravityAcc-std()-X" -0.954189013061225
"1800" 30 6 "tGravityAcc-std()-X" -0.954033624307692
"1801" 1 1 "tGravityAcc-std()-Y" -0.90772000676
"1802" 2 1 "tGravityAcc-std()-Y" -0.988211865208333
"1803" 3 1 "tGravityAcc-std()-Y" -0.981202749677419
"1804" 4 1 "tGravityAcc-std()-Y" -0.969816635740741
"1805" 5 1 "tGravityAcc-std()-Y" -0.985964053846154
"1806" 6 1 "tGravityAcc-std()-Y" -0.959161956491228
"1807" 7 1 "tGravityAcc-std()-Y" -0.955543549230769
"1808" 8 1 "tGravityAcc-std()-Y" -0.957990036481482
"1809" 9 1 "tGravityAcc-std()-Y" -0.9699944882
"1810" 10 1 "tGravityAcc-std()-Y" -0.966701156034483
"1811" 11 1 "tGravityAcc-std()-Y" -0.990765579649123
"1812" 12 1 "tGravityAcc-std()-Y" -0.974396492666667
"1813" 13 1 "tGravityAcc-std()-Y" -0.975948136290323
"1814" 14 1 "tGravityAcc-std()-Y" -0.94877486372549
"1815" 15 1 "tGravityAcc-std()-Y" -0.986036192361111
"1816" 16 1 "tGravityAcc-std()-Y" -0.966087103857143
"1817" 17 1 "tGravityAcc-std()-Y" -0.961466681267606
"1818" 18 1 "tGravityAcc-std()-Y" -0.994093522615385
"1819" 19 1 "tGravityAcc-std()-Y" -0.986993149638554
"1820" 20 1 "tGravityAcc-std()-Y" -0.976018476911765
"1821" 21 1 "tGravityAcc-std()-Y" -0.983732936111111
"1822" 22 1 "tGravityAcc-std()-Y" -0.958826938556944
"1823" 23 1 "tGravityAcc-std()-Y" -0.982794562916667
"1824" 24 1 "tGravityAcc-std()-Y" -0.993454358055556
"1825" 25 1 "tGravityAcc-std()-Y" -0.643578361424658
"1826" 26 1 "tGravityAcc-std()-Y" -0.987887995263158
"1827" 27 1 "tGravityAcc-std()-Y" -0.993701742972973
"1828" 28 1 "tGravityAcc-std()-Y" -0.9697590285
"1829" 29 1 "tGravityAcc-std()-Y" -0.99424764884058
"1830" 30 1 "tGravityAcc-std()-Y" -0.988930714857143
"1831" 1 2 "tGravityAcc-std()-Y" -0.935517055957447
"1832" 2 2 "tGravityAcc-std()-Y" -0.956750273043478
"1833" 3 2 "tGravityAcc-std()-Y" -0.903923008269231
"1834" 4 2 "tGravityAcc-std()-Y" -0.93272710386
"1835" 5 2 "tGravityAcc-std()-Y" -0.939942979795454
"1836" 6 2 "tGravityAcc-std()-Y" -0.960875994727273
"1837" 7 2 "tGravityAcc-std()-Y" -0.945436264583333
"1838" 8 2 "tGravityAcc-std()-Y" -0.937462301369565
"1839" 9 2 "tGravityAcc-std()-Y" -0.94645197
"1840" 10 2 "tGravityAcc-std()-Y" -0.935690006481481
"1841" 11 2 "tGravityAcc-std()-Y" -0.949792572075472
"1842" 12 2 "tGravityAcc-std()-Y" -0.963641979215686
"1843" 13 2 "tGravityAcc-std()-Y" -0.951353064693878
"1844" 14 2 "tGravityAcc-std()-Y" -0.95032266362963
"1845" 15 2 "tGravityAcc-std()-Y" -0.943561411694915
"1846" 16 2 "tGravityAcc-std()-Y" -0.968023206956522
"1847" 17 2 "tGravityAcc-std()-Y" -0.9667201059375
"1848" 18 2 "tGravityAcc-std()-Y" -0.984035479473684
"1849" 19 2 "tGravityAcc-std()-Y" -0.96996981369863
"1850" 20 2 "tGravityAcc-std()-Y" -0.966983534242424
"1851" 21 2 "tGravityAcc-std()-Y" -0.979355363176471
"1852" 22 2 "tGravityAcc-std()-Y" -0.954225015274194
"1853" 23 2 "tGravityAcc-std()-Y" -0.960917426323529
"1854" 24 2 "tGravityAcc-std()-Y" -0.971692544705882
"1855" 25 2 "tGravityAcc-std()-Y" -0.963415016923077
"1856" 26 2 "tGravityAcc-std()-Y" -0.949286700807692
"1857" 27 2 "tGravityAcc-std()-Y" -0.982553336571429
"1858" 28 2 "tGravityAcc-std()-Y" -0.971766352361111
"1859" 29 2 "tGravityAcc-std()-Y" -0.973604289833333
"1860" 30 2 "tGravityAcc-std()-Y" -0.959361306774194
"1861" 1 3 "tGravityAcc-std()-Y" -0.981225957924528
"1862" 2 3 "tGravityAcc-std()-Y" -0.97419442037037
"1863" 3 3 "tGravityAcc-std()-Y" -0.957425321803279
"1864" 4 3 "tGravityAcc-std()-Y" -0.917613464821429
"1865" 5 3 "tGravityAcc-std()-Y" -0.931973943392857
"1866" 6 3 "tGravityAcc-std()-Y" -0.96844910122807
"1867" 7 3 "tGravityAcc-std()-Y" -0.966162998679245
"1868" 8 3 "tGravityAcc-std()-Y" -0.958904114074074
"1869" 9 3 "tGravityAcc-std()-Y" -0.972573867555556
"1870" 10 3 "tGravityAcc-std()-Y" -0.975410724090909
"1871" 11 3 "tGravityAcc-std()-Y" -0.981047828723404
"1872" 12 3 "tGravityAcc-std()-Y" -0.970482614590164
"1873" 13 3 "tGravityAcc-std()-Y" -0.974681225789474
"1874" 14 3 "tGravityAcc-std()-Y" -0.965781048333333
"1875" 15 3 "tGravityAcc-std()-Y" -0.965687978301887
"1876" 16 3 "tGravityAcc-std()-Y" -0.980552435769231
"1877" 17 3 "tGravityAcc-std()-Y" -0.975810476025641
"1878" 18 3 "tGravityAcc-std()-Y" -0.981335941917808
"1879" 19 3 "tGravityAcc-std()-Y" -0.971426607808219
"1880" 20 3 "tGravityAcc-std()-Y" -0.957462721369863
"1881" 21 3 "tGravityAcc-std()-Y" -0.977681415955056
"1882" 22 3 "tGravityAcc-std()-Y" -0.971080742857143
"1883" 23 3 "tGravityAcc-std()-Y" -0.984818648823529
"1884" 24 3 "tGravityAcc-std()-Y" -0.968155388695652
"1885" 25 3 "tGravityAcc-std()-Y" -0.980642970675676
"1886" 26 3 "tGravityAcc-std()-Y" -0.966986433783784
"1887" 27 3 "tGravityAcc-std()-Y" -0.97964105225
"1888" 28 3 "tGravityAcc-std()-Y" -0.962801441898734
"1889" 29 3 "tGravityAcc-std()-Y" -0.985134032307692
"1890" 30 3 "tGravityAcc-std()-Y" -0.95814576338983
"1891" 1 4 "tGravityAcc-std()-Y" -0.971305961473684
"1892" 2 4 "tGravityAcc-std()-Y" -0.972116879661017
"1893" 3 4 "tGravityAcc-std()-Y" -0.962355639482759
"1894" 4 4 "tGravityAcc-std()-Y" -0.967963221
"1895" 5 4 "tGravityAcc-std()-Y" -0.961585474821429
"1896" 6 4 "tGravityAcc-std()-Y" -0.964248568070175
"1897" 7 4 "tGravityAcc-std()-Y" -0.969404155087719
"1898" 8 4 "tGravityAcc-std()-Y" -0.956781505625
"1899" 9 4 "tGravityAcc-std()-Y" -0.971242423076923
"1900" 10 4 "tGravityAcc-std()-Y" -0.971114719811321
"1901" 11 4 "tGravityAcc-std()-Y" -0.966240553559322
"1902" 12 4 "tGravityAcc-std()-Y" -0.9646191738
"1903" 13 4 "tGravityAcc-std()-Y" -0.960899845614035
"1904" 14 4 "tGravityAcc-std()-Y" -0.954455935762712
"1905" 15 4 "tGravityAcc-std()-Y" -0.971056501481481
"1906" 16 4 "tGravityAcc-std()-Y" -0.973784841960784
"1907" 17 4 "tGravityAcc-std()-Y" -0.968613202622951
"1908" 18 4 "tGravityAcc-std()-Y" -0.975311658928571
"1909" 19 4 "tGravityAcc-std()-Y" -0.958651200384615
"1910" 20 4 "tGravityAcc-std()-Y" -0.962003383529412
"1911" 21 4 "tGravityAcc-std()-Y" -0.964144520576923
"1912" 22 4 "tGravityAcc-std()-Y" -0.963639340217391
"1913" 23 4 "tGravityAcc-std()-Y" -0.966550706949153
"1914" 24 4 "tGravityAcc-std()-Y" -0.962578844310345
"1915" 25 4 "tGravityAcc-std()-Y" -0.965093441081081
"1916" 26 4 "tGravityAcc-std()-Y" -0.969040314237288
"1917" 27 4 "tGravityAcc-std()-Y" -0.973792999824561
"1918" 28 4 "tGravityAcc-std()-Y" -0.968780859814815
"1919" 29 4 "tGravityAcc-std()-Y" -0.975272848113208
"1920" 30 4 "tGravityAcc-std()-Y" -0.970176562153846
"1921" 1 5 "tGravityAcc-std()-Y" -0.937018658979592
"1922" 2 5 "tGravityAcc-std()-Y" -0.940068525531915
"1923" 3 5 "tGravityAcc-std()-Y" -0.946094637755102
"1924" 4 5 "tGravityAcc-std()-Y" -0.932066041111111
"1925" 5 5 "tGravityAcc-std()-Y" -0.912363420851064
"1926" 6 5 "tGravityAcc-std()-Y" -0.93357760125
"1927" 7 5 "tGravityAcc-std()-Y" -0.952678693617021
"1928" 8 5 "tGravityAcc-std()-Y" -0.941580934473684
"1929" 9 5 "tGravityAcc-std()-Y" -0.936306558809524
"1930" 10 5 "tGravityAcc-std()-Y" -0.937003823684211
"1931" 11 5 "tGravityAcc-std()-Y" -0.926310469565217
"1932" 12 5 "tGravityAcc-std()-Y" -0.94329842826087
"1933" 13 5 "tGravityAcc-std()-Y" -0.92854437106383
"1934" 14 5 "tGravityAcc-std()-Y" -0.920725940666667
"1935" 15 5 "tGravityAcc-std()-Y" -0.925685893571429
"1936" 16 5 "tGravityAcc-std()-Y" -0.955487793617021
"1937" 17 5 "tGravityAcc-std()-Y" -0.946576675652174
"1938" 18 5 "tGravityAcc-std()-Y" -0.932962218181818
"1939" 19 5 "tGravityAcc-std()-Y" -0.917880864102564
"1940" 20 5 "tGravityAcc-std()-Y" -0.908577153777778
"1941" 21 5 "tGravityAcc-std()-Y" -0.940111830666667
"1942" 22 5 "tGravityAcc-std()-Y" -0.945824352777778
"1943" 23 5 "tGravityAcc-std()-Y" -0.93901254962963
"1944" 24 5 "tGravityAcc-std()-Y" -0.941478979454546
"1945" 25 5 "tGravityAcc-std()-Y" -0.937816011034483
"1946" 26 5 "tGravityAcc-std()-Y" -0.9354258554
"1947" 27 5 "tGravityAcc-std()-Y" -0.934963993181818
"1948" 28 5 "tGravityAcc-std()-Y" -0.948404212173913
"1949" 29 5 "tGravityAcc-std()-Y" -0.91390306375
"1950" 30 5 "tGravityAcc-std()-Y" -0.918678752419355
"1951" 1 6 "tGravityAcc-std()-Y" -0.952849233207547
"1952" 2 6 "tGravityAcc-std()-Y" -0.92376745375
"1953" 3 6 "tGravityAcc-std()-Y" -0.909825953898305
"1954" 4 6 "tGravityAcc-std()-Y" -0.923376019038462
"1955" 5 6 "tGravityAcc-std()-Y" -0.900511719787234
"1956" 6 6 "tGravityAcc-std()-Y" -0.912900683137255
"1957" 7 6 "tGravityAcc-std()-Y" -0.939774255490196
"1958" 8 6 "tGravityAcc-std()-Y" -0.931032068536585
"1959" 9 6 "tGravityAcc-std()-Y" -0.901317321632653
"1960" 10 6 "tGravityAcc-std()-Y" -0.937039417446809
"1961" 11 6 "tGravityAcc-std()-Y" -0.924360832962963
"1962" 12 6 "tGravityAcc-std()-Y" -0.941378352307692
"1963" 13 6 "tGravityAcc-std()-Y" -0.922054968727273
"1964" 14 6 "tGravityAcc-std()-Y" -0.907231431296296
"1965" 15 6 "tGravityAcc-std()-Y" -0.927648821458333
"1966" 16 6 "tGravityAcc-std()-Y" -0.933657461176471
"1967" 17 6 "tGravityAcc-std()-Y" -0.91597346625
"1968" 18 6 "tGravityAcc-std()-Y" -0.942056881206897
"1969" 19 6 "tGravityAcc-std()-Y" -0.9010448505
"1970" 20 6 "tGravityAcc-std()-Y" -0.92459435372549
"1971" 21 6 "tGravityAcc-std()-Y" -0.941523624255319
"1972" 22 6 "tGravityAcc-std()-Y" -0.941620221904762
"1973" 23 6 "tGravityAcc-std()-Y" -0.910474557058824
"1974" 24 6 "tGravityAcc-std()-Y" -0.916690779830509
"1975" 25 6 "tGravityAcc-std()-Y" -0.931758272769231
"1976" 26 6 "tGravityAcc-std()-Y" -0.937858157818182
"1977" 27 6 "tGravityAcc-std()-Y" -0.947713378627451
"1978" 28 6 "tGravityAcc-std()-Y" -0.927641087843137
"1979" 29 6 "tGravityAcc-std()-Y" -0.923007798367347
"1980" 30 6 "tGravityAcc-std()-Y" -0.914933936
"1981" 1 1 "tGravityAcc-std()-Z" -0.85236629022
"1982" 2 1 "tGravityAcc-std()-Z" -0.984230418125
"1983" 3 1 "tGravityAcc-std()-Z" -0.964807543870968
"1984" 4 1 "tGravityAcc-std()-Z" -0.976176608888889
"1985" 5 1 "tGravityAcc-std()-Z" -0.977076645
"1986" 6 1 "tGravityAcc-std()-Z" -0.928130738421053
"1987" 7 1 "tGravityAcc-std()-Z" -0.961908984423077
"1988" 8 1 "tGravityAcc-std()-Z" -0.94183626337037
"1989" 9 1 "tGravityAcc-std()-Z" -0.9712046902
"1990" 10 1 "tGravityAcc-std()-Z" -0.963045642431035
"1991" 11 1 "tGravityAcc-std()-Z" -0.984192606315789
"1992" 12 1 "tGravityAcc-std()-Z" -0.9596439555
"1993" 13 1 "tGravityAcc-std()-Z" -0.959892863709677
"1994" 14 1 "tGravityAcc-std()-Z" -0.90130385627451
"1995" 15 1 "tGravityAcc-std()-Z" -0.950710357083333
"1996" 16 1 "tGravityAcc-std()-Z" -0.967886002
"1997" 17 1 "tGravityAcc-std()-Z" -0.957164565211268
"1998" 18 1 "tGravityAcc-std()-Z" -0.990957249538462
"1999" 19 1 "tGravityAcc-std()-Z" -0.988819031566265
"2000" 20 1 "tGravityAcc-std()-Z" -0.9765185525
"2001" 21 1 "tGravityAcc-std()-Z" -0.952416332444444
"2002" 22 1 "tGravityAcc-std()-Z" -0.952435389166667
"2003" 23 1 "tGravityAcc-std()-Z" -0.976780462083333
"2004" 24 1 "tGravityAcc-std()-Z" -0.979239668194444
"2005" 25 1 "tGravityAcc-std()-Z" -0.610161166287671
"2006" 26 1 "tGravityAcc-std()-Z" -0.984081708947368
"2007" 27 1 "tGravityAcc-std()-Z" -0.989056311351351
"2008" 28 1 "tGravityAcc-std()-Z" -0.97912466575
"2009" 29 1 "tGravityAcc-std()-Z" -0.98577817826087
"2010" 30 1 "tGravityAcc-std()-Z" -0.983274524857143
"2011" 1 2 "tGravityAcc-std()-Z" -0.949040933191489
"2012" 2 2 "tGravityAcc-std()-Z" -0.954415873043478
"2013" 3 2 "tGravityAcc-std()-Z" -0.897736318269231
"2014" 4 2 "tGravityAcc-std()-Z" -0.9509492546
"2015" 5 2 "tGravityAcc-std()-Z" -0.945008999545455
"2016" 6 2 "tGravityAcc-std()-Z" -0.955475832363636
"2017" 7 2 "tGravityAcc-std()-Z" -0.868602535416667
"2018" 8 2 "tGravityAcc-std()-Z" -0.935475331521739
"2019" 9 2 "tGravityAcc-std()-Z" -0.88585411242
"2020" 10 2 "tGravityAcc-std()-Z" -0.966898520555556
"2021" 11 2 "tGravityAcc-std()-Z" -0.971661610754717
"2022" 12 2 "tGravityAcc-std()-Z" -0.956208629607843
"2023" 13 2 "tGravityAcc-std()-Z" -0.930979556938776
"2024" 14 2 "tGravityAcc-std()-Z" -0.938415738148148
"2025" 15 2 "tGravityAcc-std()-Z" -0.952973658983051
"2026" 16 2 "tGravityAcc-std()-Z" -0.945813561478261
"2027" 17 2 "tGravityAcc-std()-Z" -0.9566106440625
"2028" 18 2 "tGravityAcc-std()-Z" -0.978340183157895
"2029" 19 2 "tGravityAcc-std()-Z" -0.960394960821918
"2030" 20 2 "tGravityAcc-std()-Z" -0.935854966151515
"2031" 21 2 "tGravityAcc-std()-Z" -0.965426493882353
"2032" 22 2 "tGravityAcc-std()-Z" -0.927950649854839
"2033" 23 2 "tGravityAcc-std()-Z" -0.923953600294118
"2034" 24 2 "tGravityAcc-std()-Z" -0.963406795735294
"2035" 25 2 "tGravityAcc-std()-Z" -0.969459982461538
"2036" 26 2 "tGravityAcc-std()-Z" -0.944580863846154
"2037" 27 2 "tGravityAcc-std()-Z" -0.967268066
"2038" 28 2 "tGravityAcc-std()-Z" -0.956087679583333
"2039" 29 2 "tGravityAcc-std()-Z" -0.966032045333333
"2040" 30 2 "tGravityAcc-std()-Z" -0.956635663064516
"2041" 1 3 "tGravityAcc-std()-Z" -0.976324063584906
"2042" 2 3 "tGravityAcc-std()-Z" -0.945927078703704
"2043" 3 3 "tGravityAcc-std()-Z" -0.928161577377049
"2044" 4 3 "tGravityAcc-std()-Z" -0.899404775267857
"2045" 5 3 "tGravityAcc-std()-Z" -0.914608495714286
"2046" 6 3 "tGravityAcc-std()-Z" -0.942795062280702
"2047" 7 3 "tGravityAcc-std()-Z" -0.939161014716981
"2048" 8 3 "tGravityAcc-std()-Z" -0.918293913703704
"2049" 9 3 "tGravityAcc-std()-Z" -0.932245295111111
"2050" 10 3 "tGravityAcc-std()-Z" -0.959579657727273
"2051" 11 3 "tGravityAcc-std()-Z" -0.989433253617021
"2052" 12 3 "tGravityAcc-std()-Z" -0.939534099016393
"2053" 13 3 "tGravityAcc-std()-Z" -0.976827157368421
"2054" 14 3 "tGravityAcc-std()-Z" -0.940757718
"2055" 15 3 "tGravityAcc-std()-Z" -0.958810153207547
"2056" 16 3 "tGravityAcc-std()-Z" -0.959562830769231
"2057" 17 3 "tGravityAcc-std()-Z" -0.969171762179487
"2058" 18 3 "tGravityAcc-std()-Z" -0.976044291369863
"2059" 19 3 "tGravityAcc-std()-Z" -0.958862043972603
"2060" 20 3 "tGravityAcc-std()-Z" -0.942437325616438
"2061" 21 3 "tGravityAcc-std()-Z" -0.958590002247191
"2062" 22 3 "tGravityAcc-std()-Z" -0.958890201587302
"2063" 23 3 "tGravityAcc-std()-Z" -0.947199734411765
"2064" 24 3 "tGravityAcc-std()-Z" -0.94618494942029
"2065" 25 3 "tGravityAcc-std()-Z" -0.967792578648649
"2066" 26 3 "tGravityAcc-std()-Z" -0.964228470675676
"2067" 27 3 "tGravityAcc-std()-Z" -0.968169953625
"2068" 28 3 "tGravityAcc-std()-Z" -0.951782181518987
"2069" 29 3 "tGravityAcc-std()-Z" -0.984464543538462
"2070" 30 3 "tGravityAcc-std()-Z" -0.949207368305085
"2071" 1 4 "tGravityAcc-std()-Z" -0.947717226105263
"2072" 2 4 "tGravityAcc-std()-Z" -0.972072847627119
"2073" 3 4 "tGravityAcc-std()-Z" -0.952091795
"2074" 4 4 "tGravityAcc-std()-Z" -0.962968112
"2075" 5 4 "tGravityAcc-std()-Z" -0.964580803928571
"2076" 6 4 "tGravityAcc-std()-Z" -0.957205025789474
"2077" 7 4 "tGravityAcc-std()-Z" -0.952159770526316
"2078" 8 4 "tGravityAcc-std()-Z" -0.956640104791667
"2079" 9 4 "tGravityAcc-std()-Z" -0.955523995576923
"2080" 10 4 "tGravityAcc-std()-Z" -0.957862728301887
"2081" 11 4 "tGravityAcc-std()-Z" -0.960852684067797
"2082" 12 4 "tGravityAcc-std()-Z" -0.9502762272
"2083" 13 4 "tGravityAcc-std()-Z" -0.948637587719298
"2084" 14 4 "tGravityAcc-std()-Z" -0.947516969830508
"2085" 15 4 "tGravityAcc-std()-Z" -0.95805876537037
"2086" 16 4 "tGravityAcc-std()-Z" -0.961387254313726
"2087" 17 4 "tGravityAcc-std()-Z" -0.956903248196721
"2088" 18 4 "tGravityAcc-std()-Z" -0.97248384875
"2089" 19 4 "tGravityAcc-std()-Z" -0.929187930961539
"2090" 20 4 "tGravityAcc-std()-Z" -0.953850439607843
"2091" 21 4 "tGravityAcc-std()-Z" -0.974939388076923
"2092" 22 4 "tGravityAcc-std()-Z" -0.955147847391304
"2093" 23 4 "tGravityAcc-std()-Z" -0.932981341864407
"2094" 24 4 "tGravityAcc-std()-Z" -0.962822966551724
"2095" 25 4 "tGravityAcc-std()-Z" -0.944995731216216
"2096" 26 4 "tGravityAcc-std()-Z" -0.966231561694915
"2097" 27 4 "tGravityAcc-std()-Z" -0.956593490526316
"2098" 28 4 "tGravityAcc-std()-Z" -0.944225031851852
"2099" 29 4 "tGravityAcc-std()-Z" -0.945981437169811
"2100" 30 4 "tGravityAcc-std()-Z" -0.943958420615385
"2101" 1 5 "tGravityAcc-std()-Z" -0.895939695102041
"2102" 2 5 "tGravityAcc-std()-Z" -0.931438313191489
"2103" 3 5 "tGravityAcc-std()-Z" -0.899943947755102
"2104" 4 5 "tGravityAcc-std()-Z" -0.937753794444444
"2105" 5 5 "tGravityAcc-std()-Z" -0.927192732978723
"2106" 6 5 "tGravityAcc-std()-Z" -0.934378766458333
"2107" 7 5 "tGravityAcc-std()-Z" -0.92875646893617
"2108" 8 5 "tGravityAcc-std()-Z" -0.897190012631579
"2109" 9 5 "tGravityAcc-std()-Z" -0.876641297380952
"2110" 10 5 "tGravityAcc-std()-Z" -0.902085224736842
"2111" 11 5 "tGravityAcc-std()-Z" -0.925814906086956
"2112" 12 5 "tGravityAcc-std()-Z" -0.935399348043478
"2113" 13 5 "tGravityAcc-std()-Z" -0.893962984042553
"2114" 14 5 "tGravityAcc-std()-Z" -0.879565316666667
"2115" 15 5 "tGravityAcc-std()-Z" -0.93400831
"2116" 16 5 "tGravityAcc-std()-Z" -0.910588943191489
"2117" 17 5 "tGravityAcc-std()-Z" -0.901097766521739
"2118" 18 5 "tGravityAcc-std()-Z" -0.921661749636364
"2119" 19 5 "tGravityAcc-std()-Z" -0.899363131794872
"2120" 20 5 "tGravityAcc-std()-Z" -0.919693532888889
"2121" 21 5 "tGravityAcc-std()-Z" -0.916324556888889
"2122" 22 5 "tGravityAcc-std()-Z" -0.906594023333333
"2123" 23 5 "tGravityAcc-std()-Z" -0.905888257592593
"2124" 24 5 "tGravityAcc-std()-Z" -0.942207718727273
"2125" 25 5 "tGravityAcc-std()-Z" -0.92619169637931
"2126" 26 5 "tGravityAcc-std()-Z" -0.9330817682
"2127" 27 5 "tGravityAcc-std()-Z" -0.920921521590909
"2128" 28 5 "tGravityAcc-std()-Z" -0.91705975
"2129" 29 5 "tGravityAcc-std()-Z" -0.869300904791667
"2130" 30 5 "tGravityAcc-std()-Z" -0.87766706
"2131" 1 6 "tGravityAcc-std()-Z" -0.912379410377358
"2132" 2 6 "tGravityAcc-std()-Z" -0.878004056875
"2133" 3 6 "tGravityAcc-std()-Z" -0.909469675084746
"2134" 4 6 "tGravityAcc-std()-Z" -0.919619453269231
"2135" 5 6 "tGravityAcc-std()-Z" -0.92141958
"2136" 6 6 "tGravityAcc-std()-Z" -0.906196352156863
"2137" 7 6 "tGravityAcc-std()-Z" -0.881675909607843
"2138" 8 6 "tGravityAcc-std()-Z" -0.876168930487805
"2139" 9 6 "tGravityAcc-std()-Z" -0.89407107877551
"2140" 10 6 "tGravityAcc-std()-Z" -0.864745838297872
"2141" 11 6 "tGravityAcc-std()-Z" -0.906933171111111
"2142" 12 6 "tGravityAcc-std()-Z" -0.938071183269231
"2143" 13 6 "tGravityAcc-std()-Z" -0.910271096181818
"2144" 14 6 "tGravityAcc-std()-Z" -0.875450819074074
"2145" 15 6 "tGravityAcc-std()-Z" -0.92161847875
"2146" 16 6 "tGravityAcc-std()-Z" -0.907649558823529
"2147" 17 6 "tGravityAcc-std()-Z" -0.930159843541667
"2148" 18 6 "tGravityAcc-std()-Z" -0.907839723965517
"2149" 19 6 "tGravityAcc-std()-Z" -0.83693567475
"2150" 20 6 "tGravityAcc-std()-Z" -0.904064093529412
"2151" 21 6 "tGravityAcc-std()-Z" -0.932716253829787
"2152" 22 6 "tGravityAcc-std()-Z" -0.913153632142857
"2153" 23 6 "tGravityAcc-std()-Z" -0.902065910392157
"2154" 24 6 "tGravityAcc-std()-Z" -0.934952938983051
"2155" 25 6 "tGravityAcc-std()-Z" -0.882722399076923
"2156" 26 6 "tGravityAcc-std()-Z" -0.929636797636364
"2157" 27 6 "tGravityAcc-std()-Z" -0.926675381176471
"2158" 28 6 "tGravityAcc-std()-Z" -0.900514013333333
"2159" 29 6 "tGravityAcc-std()-Z" -0.858849467142857
"2160" 30 6 "tGravityAcc-std()-Z" -0.862402791230769
"2161" 1 1 "tBodyAccJerk-mean()-X" 0.0810865342
"2162" 2 1 "tBodyAccJerk-mean()-X" 0.0825972511666667
"2163" 3 1 "tBodyAccJerk-mean()-X" 0.0769811125806452
"2164" 4 1 "tBodyAccJerk-mean()-X" 0.0934494217777778
"2165" 5 1 "tBodyAccJerk-mean()-X" 0.0848164824230769
"2166" 6 1 "tBodyAccJerk-mean()-X" 0.0963481955263158
"2167" 7 1 "tBodyAccJerk-mean()-X" 0.0968904018076923
"2168" 8 1 "tBodyAccJerk-mean()-X" 0.0878326902592593
"2169" 9 1 "tBodyAccJerk-mean()-X" 0.08807344764
"2170" 10 1 "tBodyAccJerk-mean()-X" 0.073815064487931
"2171" 11 1 "tBodyAccJerk-mean()-X" 0.0766645337017544
"2172" 12 1 "tBodyAccJerk-mean()-X" 0.0854295393833333
"2173" 13 1 "tBodyAccJerk-mean()-X" 0.0767774832096774
"2174" 14 1 "tBodyAccJerk-mean()-X" 0.098140384845098
"2175" 15 1 "tBodyAccJerk-mean()-X" 0.0767515438611111
"2176" 16 1 "tBodyAccJerk-mean()-X" 0.0783960268571429
"2177" 17 1 "tBodyAccJerk-mean()-X" 0.077908974656338
"2178" 18 1 "tBodyAccJerk-mean()-X" 0.0749985010769231
"2179" 19 1 "tBodyAccJerk-mean()-X" 0.0772317998650602
"2180" 20 1 "tBodyAccJerk-mean()-X" 0.0892716006470588
"2181" 21 1 "tBodyAccJerk-mean()-X" 0.0820150201077778
"2182" 22 1 "tBodyAccJerk-mean()-X" 0.0752202242222222
"2183" 23 1 "tBodyAccJerk-mean()-X" 0.0831787608333333
"2184" 24 1 "tBodyAccJerk-mean()-X" 0.08072123275
"2185" 25 1 "tBodyAccJerk-mean()-X" 0.0879071687671233
"2186" 26 1 "tBodyAccJerk-mean()-X" 0.0866502529210526
"2187" 27 1 "tBodyAccJerk-mean()-X" 0.0766268551324324
"2188" 28 1 "tBodyAccJerk-mean()-X" 0.0780770644
"2189" 29 1 "tBodyAccJerk-mean()-X" 0.0718861195971014
"2190" 30 1 "tBodyAccJerk-mean()-X" 0.0752196666428571
"2191" 1 2 "tBodyAccJerk-mean()-X" 0.0774825199574468
"2192" 2 2 "tBodyAccJerk-mean()-X" 0.0722564387173913
"2193" 3 2 "tBodyAccJerk-mean()-X" 0.0726098418653846
"2194" 4 2 "tBodyAccJerk-mean()-X" 0.0784500239
"2195" 5 2 "tBodyAccJerk-mean()-X" 0.0749577410909091
"2196" 6 2 "tBodyAccJerk-mean()-X" 0.0754721635223636
"2197" 7 2 "tBodyAccJerk-mean()-X" 0.0668519793125
"2198" 8 2 "tBodyAccJerk-mean()-X" 0.0786713761086957
"2199" 9 2 "tBodyAccJerk-mean()-X" 0.077005006374
"2200" 10 2 "tBodyAccJerk-mean()-X" 0.0775372505185185
"2201" 11 2 "tBodyAccJerk-mean()-X" 0.0761777324716981
"2202" 12 2 "tBodyAccJerk-mean()-X" 0.0771277656078431
"2203" 13 2 "tBodyAccJerk-mean()-X" 0.0752865881142857
"2204" 14 2 "tBodyAccJerk-mean()-X" 0.0741878844074074
"2205" 15 2 "tBodyAccJerk-mean()-X" 0.0784792788644068
"2206" 16 2 "tBodyAccJerk-mean()-X" 0.0734346720289855
"2207" 17 2 "tBodyAccJerk-mean()-X" 0.075070986171875
"2208" 18 2 "tBodyAccJerk-mean()-X" 0.076622889
"2209" 19 2 "tBodyAccJerk-mean()-X" 0.0753747129191781
"2210" 20 2 "tBodyAccJerk-mean()-X" 0.0746568393030303
"2211" 21 2 "tBodyAccJerk-mean()-X" 0.0757109789882353
"2212" 22 2 "tBodyAccJerk-mean()-X" 0.0807687311935484
"2213" 23 2 "tBodyAccJerk-mean()-X" 0.0770022352205882
"2214" 24 2 "tBodyAccJerk-mean()-X" 0.0763318528529412
"2215" 25 2 "tBodyAccJerk-mean()-X" 0.0752087009912308
"2216" 26 2 "tBodyAccJerk-mean()-X" 0.0764443226333333
"2217" 27 2 "tBodyAccJerk-mean()-X" 0.0779038963571429
